eval_id,rater_id,rater_position,rating,response_length,query_complexity,domain,true_quality,difficulty
219,7,3,3,short,moderate,creative,3,1
220,15,1,3,long,simple,technical,3,1
220,1,2,3,long,simple,technical,3,1
220,4,3,2,long,simple,technical,3,1
221,2,1,4,medium,moderate,factual,4,1
221,3,2,4,medium,moderate,factual,4,1
221,15,3,4,medium,moderate,factual,4,1
222,12,1,5,medium,complex,technical,5,2
222,1,2,5,medium,complex,technical,5,2
222,9,3,5,medium,complex,technical,5,2
223,14,1,4,short,complex,opinion,5,3
223,15,2,5,short,complex,opinion,5,3
223,4,3,4,short,complex,opinion,5,3
224,15,1,4,long,moderate,factual,4,1
224,14,2,4,long,moderate,factual,4,1
224,13,3,4,long,moderate,factual,4,1
225,11,1,3,medium,simple,opinion,4,2
225,14,2,4,medium,simple,opinion,4,2
225,2,3,3,medium,simple,opinion,4,2
226,8,1,3,long,simple,factual,2,1
226,2,2,2,long,simple,factual,2,1
226,9,3,2,long,simple,factual,2,1
227,12,1,1,medium,complex,creative,1,2
227,15,2,2,medium,complex,creative,1,2
227,1,3,3,medium,complex,creative,1,2
228,15,1,2,medium,moderate,technical,2,1
228,12,2,2,medium,moderate,technical,2,1
228,4,3,1,medium,moderate,technical,2,1
229,2,1,2,medium,simple,technical,2,1
229,8,2,3,medium,simple,technical,2,1
229,4,3,2,medium,simple,technical,2,1
230,7,1,2,medium,complex,technical,3,2
230,8,2,2,medium,complex,technical,3,2
230,1,3,3,medium,complex,technical,3,2
231,6,1,4,medium,simple,factual,4,1
231,10,2,4,medium,simple,factual,4,1
231,11,3,4,medium,simple,factual,4,1
232,9,1,3,medium,moderate,creative,3,1
232,7,2,1,medium,moderate,creative,3,1
232,11,3,3,medium,moderate,creative,3,1
233,2,1,2,medium,moderate,opinion,2,2
233,5,2,1,medium,moderate,opinion,2,2
233,1,3,1,medium,moderate,opinion,2,2
234,6,1,4,medium,simple,opinion,4,2
234,15,2,5,medium,simple,opinion,4,2
234,10,3,5,medium,simple,opinion,4,2
235,9,1,4,long,simple,factual,4,1
235,15,2,4,long,simple,factual,4,1
235,8,3,5,long,simple,factual,4,1
236,11,1,4,long,complex,creative,5,2
236,4,2,5,long,complex,creative,5,2
236,6,3,5,long,complex,creative,5,2
237,8,1,3,medium,complex,opinion,5,3
237,13,2,5,medium,complex,opinion,5,3
237,14,3,5,medium,complex,opinion,5,3
238,7,1,5,long,moderate,technical,5,1
238,10,2,5,long,moderate,technical,5,1
238,12,3,4,long,moderate,technical,5,1
239,13,1,5,short,complex,creative,5,2
239,11,2,5,short,complex,creative,5,2
239,2,3,5,short,complex,creative,5,2
240,15,1,5,medium,moderate,creative,4,1
240,1,2,5,medium,moderate,creative,4,1
240,7,3,3,medium,moderate,creative,4,1
241,11,1,1,medium,simple,factual,1,1
241,10,2,1,medium,simple,factual,1,1
241,14,3,1,medium,simple,factual,1,1
242,11,1,4,short,moderate,factual,4,1
242,13,2,5,short,moderate,factual,4,1
242,7,3,5,short,moderate,factual,4,1
243,15,1,1,medium,simple,creative,1,1
243,2,2,1,medium,simple,creative,1,1
243,5,3,1,medium,simple,creative,1,1
244,11,1,2,medium,simple,factual,2,1
244,1,2,2,medium,simple,factual,2,1
244,5,3,2,medium,simple,factual,2,1
245,11,1,4,short,moderate,creative,5,1
245,10,2,5,short,moderate,creative,5,1
245,7,3,5,short,moderate,creative,5,1
246,7,1,2,medium,simple,factual,3,1
246,12,2,3,medium,simple,factual,3,1
246,4,3,3,medium,simple,factual,3,1
247,7,1,2,medium,complex,factual,3,2
247,1,2,3,medium,complex,factual,3,2
247,8,3,2,medium,complex,factual,3,2
248,14,1,3,medium,simple,factual,2,1
248,11,2,3,medium,simple,factual,2,1
248,3,3,2,medium,simple,factual,2,1
249,2,1,5,medium,moderate,technical,5,1
249,7,2,5,medium,moderate,technical,5,1
249,14,3,5,medium,moderate,technical,5,1
250,13,1,4,long,simple,opinion,1,2
250,8,2,1,long,simple,opinion,1,2
250,5,3,1,long,simple,opinion,1,2
251,12,1,3,medium,complex,factual,2,2
251,1,2,1,medium,complex,factual,2,2
251,11,3,1,medium,complex,factual,2,2
252,11,1,3,medium,simple,factual,3,1
252,6,2,2,medium,simple,factual,3,1
252,4,3,2,medium,simple,factual,3,1
253,10,1,5,medium,moderate,factual,5,1
253,8,2,4,medium,moderate,factual,5,1
253,7,3,5,medium,moderate,factual,5,1
254,7,1,4,short,moderate,creative,4,1
254,11,2,4,short,moderate,creative,4,1
254,14,3,3,short,moderate,creative,4,1
255,2,1,1,medium,complex,opinion,1,3
255,3,2,1,medium,complex,opinion,1,3
255,14,3,1,medium,complex,opinion,1,3
256,1,1,4,short,moderate,technical,4,1
256,7,2,4,short,moderate,technical,4,1
256,5,3,3,short,moderate,technical,4,1
257,7,1,4,medium,complex,factual,3,2
257,4,2,5,medium,complex,factual,3,2
257,12,3,3,medium,complex,factual,3,2
258,4,1,1,short,moderate,opinion,1,2
258,15,2,1,short,moderate,opinion,1,2
258,7,3,2,short,moderate,opinion,1,2
259,11,1,1,short,moderate,technical,1,1
259,5,2,1,short,moderate,technical,1,1
259,13,3,1,short,moderate,technical,1,1
260,15,1,4,short,simple,technical,4,1
260,10,2,5,short,simple,technical,4,1
260,9,3,5,short,simple,technical,4,1
261,6,1,4,short,complex,technical,5,2
261,4,2,4,short,complex,technical,5,2
261,15,3,3,short,complex,technical,5,2
262,1,1,3,medium,complex,creative,3,2
262,13,2,5,medium,complex,creative,3,2
262,2,3,3,medium,complex,creative,3,2
263,11,1,2,medium,complex,technical,3,2
263,1,2,4,medium,complex,technical,3,2
263,13,3,1,medium,complex,technical,3,2
264,10,1,3,long,moderate,opinion,4,2
264,2,2,2,long,moderate,opinion,4,2
264,12,3,5,long,moderate,opinion,4,2
265,6,1,2,short,moderate,technical,3,1
265,9,2,4,short,moderate,technical,3,1
265,1,3,3,short,moderate,technical,3,1
266,8,1,5,medium,complex,opinion,2,3
266,10,2,1,medium,complex,opinion,2,3
266,11,3,1,medium,complex,opinion,2,3
267,6,1,3,long,simple,creative,3,1
267,1,2,3,long,simple,creative,3,1
267,14,3,3,long,simple,creative,3,1
268,8,1,1,medium,complex,factual,1,2
268,14,2,1,medium,complex,factual,1,2
268,4,3,1,medium,complex,factual,1,2
269,5,1,5,long,simple,technical,5,1
269,4,2,5,long,simple,technical,5,1
269,9,3,5,long,simple,technical,5,1
270,1,1,5,long,moderate,creative,4,1
270,10,2,5,long,moderate,creative,4,1
270,15,3,4,long,moderate,creative,4,1
271,10,1,3,medium,moderate,factual,2,1
271,9,2,2,medium,moderate,factual,2,1
271,1,3,1,medium,moderate,factual,2,1
272,1,1,1,short,complex,technical,1,2
272,15,2,1,short,complex,technical,1,2
272,11,3,1,short,complex,technical,1,2
273,9,1,5,medium,moderate,opinion,5,2
273,10,2,4,medium,moderate,opinion,5,2
273,1,3,5,medium,moderate,opinion,5,2
274,3,1,4,medium,moderate,factual,4,1
274,8,2,3,medium,moderate,factual,4,1
274,9,3,4,medium,moderate,factual,4,1
275,5,1,3,long,complex,opinion,4,3
275,14,2,5,long,complex,opinion,4,3
275,10,3,2,long,complex,opinion,4,3
276,15,1,4,medium,complex,technical,3,2
276,5,2,1,medium,complex,technical,3,2
276,2,3,5,medium,complex,technical,3,2
277,6,1,1,medium,moderate,technical,2,1
277,12,2,2,medium,moderate,technical,2,1
277,2,3,3,medium,moderate,technical,2,1
278,7,1,5,medium,complex,technical,3,2
278,11,2,2,medium,complex,technical,3,2
278,15,3,2,medium,complex,technical,3,2
279,12,1,2,medium,moderate,opinion,1,2
279,15,2,1,medium,moderate,opinion,1,2
279,5,3,1,medium,moderate,opinion,1,2
280,3,1,4,medium,moderate,opinion,4,2
280,5,2,1,medium,moderate,opinion,4,2
280,13,3,5,medium,moderate,opinion,4,2
281,1,1,2,medium,simple,factual,3,1
281,14,2,3,medium,simple,factual,3,1
281,4,3,4,medium,simple,factual,3,1
282,4,1,2,medium,moderate,opinion,4,2
282,12,2,5,medium,moderate,opinion,4,2
282,6,3,4,medium,moderate,opinion,4,2
283,15,1,3,medium,moderate,creative,2,1
283,10,2,3,medium,moderate,creative,2,1
283,14,3,2,medium,moderate,creative,2,1
284,15,1,3,long,moderate,opinion,5,2
284,8,2,5,long,moderate,opinion,5,2
284,1,3,5,long,moderate,opinion,5,2
285,10,1,1,medium,moderate,opinion,1,2
285,15,2,1,medium,moderate,opinion,1,2
285,1,3,2,medium,moderate,opinion,1,2
286,2,1,1,medium,complex,creative,1,2
286,12,2,1,medium,complex,creative,1,2
286,3,3,1,medium,complex,creative,1,2
287,12,1,2,medium,complex,creative,2,2
287,10,2,5,medium,complex,creative,2,2
287,6,3,1,medium,complex,creative,2,2
288,14,1,4,medium,complex,creative,4,2
288,5,2,4,medium,complex,creative,4,2
288,9,3,3,medium,complex,creative,4,2
289,8,1,4,medium,moderate,factual,4,1
289,9,2,3,medium,moderate,factual,4,1
289,2,3,5,medium,moderate,factual,4,1
290,15,1,1,medium,complex,technical,3,2
290,2,2,2,medium,complex,technical,3,2
290,13,3,4,medium,complex,technical,3,2
291,5,1,2,long,moderate,factual,2,1
291,14,2,3,long,moderate,factual,2,1
291,11,3,2,long,moderate,factual,2,1
292,2,1,4,short,moderate,technical,3,1
292,6,2,3,short,moderate,technical,3,1
292,1,3,2,short,moderate,technical,3,1
293,2,1,1,medium,moderate,technical,1,1
293,1,2,1,medium,moderate,technical,1,1
293,13,3,2,medium,moderate,technical,1,1
294,11,1,5,medium,complex,factual,4,2
294,3,2,5,medium,complex,factual,4,2
294,9,3,5,medium,complex,factual,4,2
295,8,1,3,medium,simple,factual,4,1
295,13,2,4,medium,simple,factual,4,1
295,10,3,4,medium,simple,factual,4,1
296,15,1,5,medium,moderate,creative,4,1
296,4,2,4,medium,moderate,creative,4,1
296,6,3,4,medium,moderate,creative,4,1
297,10,1,2,short,complex,creative,2,2
297,2,2,4,short,complex,creative,2,2
297,4,3,3,short,complex,creative,2,2
298,2,1,1,short,moderate,factual,1,1
298,15,2,1,short,moderate,factual,1,1
298,13,3,1,short,moderate,factual,1,1
299,4,1,3,medium,complex,technical,4,2
299,5,2,4,medium,complex,technical,4,2
299,3,3,5,medium,complex,technical,4,2
300,10,1,5,medium,moderate,technical,5,1
300,12,2,5,medium,moderate,technical,5,1
300,9,3,5,medium,moderate,technical,5,1
301,6,1,3,medium,simple,technical,4,1
301,1,2,4,medium,simple,technical,4,1
301,14,3,4,medium,simple,technical,4,1
302,12,1,5,medium,simple,creative,5,1
302,14,2,5,medium,simple,creative,5,1
302,10,3,5,medium,simple,creative,5,1
303,8,1,1,medium,moderate,creative,1,1
303,5,2,1,medium,moderate,creative,1,1
303,9,3,1,medium,moderate,creative,1,1
304,11,1,1,medium,moderate,technical,1,1
304,14,2,1,medium,moderate,technical,1,1
304,9,3,1,medium,moderate,technical,1,1
305,2,1,4,long,moderate,opinion,2,2
305,15,2,1,long,moderate,opinion,2,2
305,4,3,1,long,moderate,opinion,2,2
306,9,1,5,long,simple,opinion,4,2
306,4,2,4,long,simple,opinion,4,2
306,13,3,4,long,simple,opinion,4,2
307,7,1,3,medium,complex,opinion,2,3
307,6,2,1,medium,complex,opinion,2,3
307,13,3,4,medium,complex,opinion,2,3
308,9,1,4,medium,simple,creative,5,1
308,14,2,5,medium,simple,creative,5,1
308,6,3,4,medium,simple,creative,5,1
309,9,1,3,medium,simple,creative,3,1
309,12,2,4,medium,simple,creative,3,1
309,5,3,3,medium,simple,creative,3,1
310,7,1,1,medium,moderate,creative,1,1
310,6,2,1,medium,moderate,creative,1,1
310,15,3,1,medium,moderate,creative,1,1
311,4,1,5,medium,moderate,technical,5,1
311,3,2,5,medium,moderate,technical,5,1
311,5,3,5,medium,moderate,technical,5,1
312,1,1,3,long,complex,creative,4,2
312,7,2,2,long,complex,creative,4,2
312,11,3,5,long,complex,creative,4,2
313,11,1,5,medium,moderate,creative,5,1
313,15,2,5,medium,moderate,creative,5,1
313,2,3,5,medium,moderate,creative,5,1
314,9,1,5,medium,moderate,creative,4,1
314,6,2,3,medium,moderate,creative,4,1
314,8,3,4,medium,moderate,creative,4,1
315,7,1,1,medium,moderate,opinion,1,2
315,4,2,2,medium,moderate,opinion,1,2
315,2,3,1,medium,moderate,opinion,1,2
316,3,1,3,long,moderate,factual,2,1
316,7,2,1,long,moderate,factual,2,1
316,15,3,3,long,moderate,factual,2,1
317,5,1,1,medium,moderate,factual,1,1
317,13,2,1,medium,moderate,factual,1,1
317,14,3,2,medium,moderate,factual,1,1
318,11,1,3,short,complex,technical,4,2
318,7,2,2,short,complex,technical,4,2
318,1,3,2,short,complex,technical,4,2
319,13,1,3,long,simple,factual,2,1
319,4,2,2,long,simple,factual,2,1
319,10,3,3,long,simple,factual,2,1
320,12,1,1,long,complex,creative,1,2
320,14,2,1,long,complex,creative,1,2
320,8,3,1,long,complex,creative,1,2
321,8,1,4,medium,moderate,opinion,5,2
321,5,2,5,medium,moderate,opinion,5,2
321,13,3,5,medium,moderate,opinion,5,2
322,10,1,2,medium,moderate,creative,1,1
322,2,2,1,medium,moderate,creative,1,1
322,15,3,2,medium,moderate,creative,1,1
323,3,1,2,medium,simple,factual,2,1
323,10,2,2,medium,simple,factual,2,1
323,1,3,2,medium,simple,factual,2,1
324,11,1,3,medium,simple,creative,2,1
324,2,2,3,medium,simple,creative,2,1
324,7,3,2,medium,simple,creative,2,1
325,6,1,1,short,complex,technical,1,2
325,13,2,2,short,complex,technical,1,2
325,9,3,1,short,complex,technical,1,2
326,1,1,2,long,simple,creative,1,1
326,13,2,2,long,simple,creative,1,1
326,9,3,2,long,simple,creative,1,1
327,4,1,2,medium,simple,creative,1,1
327,9,2,1,medium,simple,creative,1,1
327,14,3,1,medium,simple,creative,1,1
328,14,1,4,long,simple,opinion,4,2
328,9,2,3,long,simple,opinion,4,2
328,6,3,4,long,simple,opinion,4,2
329,7,1,2,short,simple,opinion,4,2
329,10,2,5,short,simple,opinion,4,2
329,15,3,4,short,simple,opinion,4,2
330,15,1,4,short,moderate,creative,4,1
330,7,2,3,short,moderate,creative,4,1
330,10,3,4,short,moderate,creative,4,1
331,5,1,4,long,complex,technical,3,2
331,15,2,3,long,complex,technical,3,2
331,14,3,4,long,complex,technical,3,2
332,12,1,4,medium,moderate,factual,5,1
332,10,2,5,medium,moderate,factual,5,1
332,8,3,4,medium,moderate,factual,5,1
333,5,1,5,medium,simple,factual,5,1
333,13,2,5,medium,simple,factual,5,1
333,6,3,4,medium,simple,factual,5,1
334,1,1,2,medium,simple,technical,2,1
334,2,2,3,medium,simple,technical,2,1
334,6,3,1,medium,simple,technical,2,1
335,10,1,2,short,complex,factual,2,2
335,7,2,2,short,complex,factual,2,2
335,8,3,2,short,complex,factual,2,2
336,8,1,5,medium,complex,technical,5,2
336,10,2,5,medium,complex,technical,5,2
336,13,3,5,medium,complex,technical,5,2
337,1,1,5,short,moderate,factual,5,1
337,2,2,5,short,moderate,factual,5,1
337,12,3,5,short,moderate,factual,5,1
338,3,1,2,medium,moderate,factual,3,1
338,8,2,3,medium,moderate,factual,3,1
338,14,3,4,medium,moderate,factual,3,1
339,6,1,1,long,complex,opinion,3,3
339,8,2,2,long,complex,opinion,3,3
339,7,3,1,long,complex,opinion,3,3
340,9,1,5,medium,complex,technical,4,2
340,5,2,3,medium,complex,technical,4,2
340,12,3,4,medium,complex,technical,4,2
341,6,1,1,medium,simple,opinion,1,2
341,7,2,2,medium,simple,opinion,1,2
341,15,3,2,medium,simple,opinion,1,2
342,6,1,1,medium,moderate,creative,1,1
342,7,2,1,medium,moderate,creative,1,1
342,12,3,2,medium,moderate,creative,1,1
343,3,1,4,short,complex,technical,4,2
343,7,2,5,short,complex,technical,4,2
343,8,3,5,short,complex,technical,4,2
344,12,1,1,medium,complex,factual,1,2
344,5,2,2,medium,complex,factual,1,2
344,7,3,2,medium,complex,factual,1,2
345,3,1,2,medium,moderate,technical,2,1
345,8,2,2,medium,moderate,technical,2,1
345,6,3,1,medium,moderate,technical,2,1
346,5,1,4,medium,simple,opinion,2,2
346,9,2,1,medium,simple,opinion,2,2
346,7,3,1,medium,simple,opinion,2,2
347,5,1,4,long,moderate,technical,3,1
347,3,2,4,long,moderate,technical,3,1
347,4,3,2,long,moderate,technical,3,1
348,4,1,5,medium,moderate,creative,5,1
348,10,2,5,medium,moderate,creative,5,1
348,6,3,4,medium,moderate,creative,5,1
349,5,1,1,long,complex,technical,1,2
349,12,2,1,long,complex,technical,1,2
349,1,3,1,long,complex,technical,1,2
350,9,1,4,long,complex,factual,5,2
350,4,2,3,long,complex,factual,5,2
350,15,3,5,long,complex,factual,5,2
351,4,1,3,medium,moderate,opinion,4,2
351,13,2,3,medium,moderate,opinion,4,2
351,8,3,2,medium,moderate,opinion,4,2
352,6,1,4,short,complex,creative,3,2
352,3,2,3,short,complex,creative,3,2
352,5,3,2,short,complex,creative,3,2
353,3,1,3,medium,moderate,opinion,4,2
353,10,2,3,medium,moderate,opinion,4,2
353,7,3,5,medium,moderate,opinion,4,2
354,3,1,1,medium,moderate,factual,1,1
354,12,2,1,medium,moderate,factual,1,1
354,6,3,1,medium,moderate,factual,1,1
355,11,1,5,short,complex,creative,5,2
355,12,2,5,short,complex,creative,5,2
355,2,3,3,short,complex,creative,5,2
356,12,1,3,medium,moderate,creative,4,1
356,10,2,4,medium,moderate,creative,4,1
356,2,3,3,medium,moderate,creative,4,1
357,9,1,4,short,moderate,factual,5,1
357,14,2,5,short,moderate,factual,5,1
357,8,3,5,short,moderate,factual,5,1
358,5,1,3,long,moderate,opinion,3,2
358,9,2,3,long,moderate,opinion,3,2
358,14,3,3,long,moderate,opinion,3,2
359,2,1,5,medium,complex,creative,5,2
359,1,2,5,medium,complex,creative,5,2
359,12,3,5,medium,complex,creative,5,2
360,14,1,5,medium,moderate,opinion,5,2
360,2,2,5,medium,moderate,opinion,5,2
360,3,3,4,medium,moderate,opinion,5,2
361,11,1,3,short,complex,opinion,3,3
361,4,2,5,short,complex,opinion,3,3
361,2,3,3,short,complex,opinion,3,3
362,7,1,2,short,simple,technical,2,1
362,4,2,3,short,simple,technical,2,1
362,11,3,1,short,simple,technical,2,1
363,1,1,1,medium,moderate,factual,1,1
363,10,2,2,medium,moderate,factual,1,1
363,14,3,1,medium,moderate,factual,1,1
364,11,1,5,long,moderate,factual,5,1
364,7,2,4,long,moderate,factual,5,1
364,15,3,5,long,moderate,factual,5,1
365,7,1,5,short,simple,technical,4,1
365,9,2,5,short,simple,technical,4,1
365,1,3,2,short,simple,technical,4,1
366,9,1,4,short,moderate,factual,4,1
366,14,2,4,short,moderate,factual,4,1
366,12,3,3,short,moderate,factual,4,1
367,9,1,2,short,moderate,factual,1,1
367,3,2,2,short,moderate,factual,1,1
367,11,3,1,short,moderate,factual,1,1
368,13,1,5,long,moderate,factual,3,1
368,15,2,3,long,moderate,factual,3,1
368,8,3,4,long,moderate,factual,3,1
369,10,1,3,medium,simple,factual,2,1
369,2,2,2,medium,simple,factual,2,1
369,3,3,3,medium,simple,factual,2,1
370,15,1,3,medium,moderate,creative,3,1
370,14,2,3,medium,moderate,creative,3,1
370,13,3,4,medium,moderate,creative,3,1
371,6,1,4,medium,moderate,factual,5,1
371,2,2,5,medium,moderate,factual,5,1
371,11,3,5,medium,moderate,factual,5,1
372,7,1,2,medium,complex,technical,3,2
372,13,2,5,medium,complex,technical,3,2
372,1,3,1,medium,complex,technical,3,2
373,6,1,5,short,moderate,technical,5,1
373,3,2,5,short,moderate,technical,5,1
373,1,3,4,short,moderate,technical,5,1
374,6,1,2,medium,moderate,technical,3,1
374,9,2,3,medium,moderate,technical,3,1
374,4,3,2,medium,moderate,technical,3,1
375,10,1,1,short,moderate,technical,1,1
375,12,2,2,short,moderate,technical,1,1
375,14,3,1,short,moderate,technical,1,1
376,10,1,4,long,moderate,factual,3,1
376,7,2,4,long,moderate,factual,3,1
376,13,3,3,long,moderate,factual,3,1
377,6,1,5,medium,moderate,technical,5,1
377,13,2,5,medium,moderate,technical,5,1
377,11,3,5,medium,moderate,technical,5,1
378,2,1,3,medium,moderate,technical,3,1
378,11,2,3,medium,moderate,technical,3,1
378,5,3,4,medium,moderate,technical,3,1
379,5,1,2,medium,moderate,factual,2,1
379,11,2,2,medium,moderate,factual,2,1
379,13,3,2,medium,moderate,factual,2,1
380,13,1,4,long,simple,factual,3,1
380,8,2,3,long,simple,factual,3,1
380,3,3,3,long,simple,factual,3,1
381,10,1,5,short,moderate,opinion,5,2
381,6,2,4,short,moderate,opinion,5,2
381,11,3,5,short,moderate,opinion,5,2
382,2,1,1,medium,simple,creative,1,1
382,4,2,1,medium,simple,creative,1,1
382,3,3,1,medium,simple,creative,1,1
383,4,1,3,medium,moderate,opinion,4,2
383,9,2,4,medium,moderate,opinion,4,2
383,14,3,5,medium,moderate,opinion,4,2
384,11,1,5,medium,moderate,opinion,5,2
384,4,2,5,medium,moderate,opinion,5,2
384,13,3,5,medium,moderate,opinion,5,2
385,11,1,1,short,complex,opinion,1,3
385,15,2,3,short,complex,opinion,1,3
385,8,3,1,short,complex,opinion,1,3
386,5,1,5,long,moderate,creative,4,1
386,9,2,4,long,moderate,creative,4,1
386,2,3,4,long,moderate,creative,4,1
387,1,1,1,medium,moderate,opinion,1,2
387,5,2,3,medium,moderate,opinion,1,2
387,15,3,1,medium,moderate,opinion,1,2
388,12,1,1,long,complex,technical,2,2
388,11,2,2,long,complex,technical,2,2
388,10,3,4,long,complex,technical,2,2
389,10,1,5,medium,moderate,technical,3,1
389,6,2,2,medium,moderate,technical,3,1
389,15,3,3,medium,moderate,technical,3,1
390,10,1,5,medium,moderate,opinion,4,2
390,2,2,5,medium,moderate,opinion,4,2
390,6,3,5,medium,moderate,opinion,4,2
391,13,1,2,long,moderate,creative,2,1
391,9,2,2,long,moderate,creative,2,1
391,2,3,3,long,moderate,creative,2,1
392,6,1,2,short,simple,factual,3,1
392,8,2,4,short,simple,factual,3,1
392,7,3,3,short,simple,factual,3,1
393,7,1,3,short,moderate,factual,2,1
393,8,2,1,short,moderate,factual,2,1
393,3,3,2,short,moderate,factual,2,1
394,6,1,5,medium,complex,opinion,4,3
394,13,2,5,medium,complex,opinion,4,3
394,9,3,5,medium,complex,opinion,4,3
395,13,1,2,short,moderate,factual,1,1
395,8,2,2,short,moderate,factual,1,1
395,7,3,2,short,moderate,factual,1,1
396,11,1,1,medium,complex,opinion,2,3
396,13,2,4,medium,complex,opinion,2,3
396,14,3,5,medium,complex,opinion,2,3
397,9,1,1,long,moderate,opinion,2,2
397,11,2,3,long,moderate,opinion,2,2
397,8,3,2,long,moderate,opinion,2,2
398,12,1,3,long,moderate,creative,3,1
398,2,2,2,long,moderate,creative,3,1
398,7,3,2,long,moderate,creative,3,1
399,11,1,1,short,complex,opinion,2,3
399,10,2,2,short,complex,opinion,2,3
399,15,3,2,short,complex,opinion,2,3
400,2,1,1,medium,moderate,creative,2,1
400,10,2,4,medium,moderate,creative,2,1
400,12,3,2,medium,moderate,creative,2,1
401,1,1,2,medium,complex,factual,3,2
401,8,2,2,medium,complex,factual,3,2
401,15,3,3,medium,complex,factual,3,2
402,2,1,5,short,moderate,factual,4,1
402,5,2,4,short,moderate,factual,4,1
402,3,3,3,short,moderate,factual,4,1
403,15,1,5,short,complex,technical,5,2
403,9,2,5,short,complex,technical,5,2
403,3,3,5,short,complex,technical,5,2
404,4,1,2,medium,moderate,opinion,1,2
404,13,2,1,medium,moderate,opinion,1,2
404,5,3,1,medium,moderate,opinion,1,2
405,13,1,4,long,moderate,opinion,3,2
405,8,2,2,long,moderate,opinion,3,2
405,15,3,2,long,moderate,opinion,3,2
406,9,1,4,medium,moderate,creative,5,1
406,12,2,5,medium,moderate,creative,5,1
406,3,3,5,medium,moderate,creative,5,1
407,3,1,4,long,moderate,opinion,5,2
407,9,2,5,long,moderate,opinion,5,2
407,12,3,4,long,moderate,opinion,5,2
408,1,1,5,medium,complex,factual,4,2
408,8,2,2,medium,complex,factual,4,2
408,5,3,4,medium,complex,factual,4,2
409,11,1,4,medium,moderate,creative,3,1
409,14,2,3,medium,moderate,creative,3,1
409,12,3,3,medium,moderate,creative,3,1
410,10,1,1,medium,moderate,opinion,1,2
410,4,2,2,medium,moderate,opinion,1,2
410,13,3,3,medium,moderate,opinion,1,2
411,9,1,1,medium,moderate,creative,2,1
411,5,2,2,medium,moderate,creative,2,1
411,10,3,2,medium,moderate,creative,2,1
412,15,1,3,short,moderate,technical,4,1
412,10,2,5,short,moderate,technical,4,1
412,11,3,5,short,moderate,technical,4,1
413,11,1,5,medium,moderate,factual,5,1
413,4,2,5,medium,moderate,factual,5,1
413,13,3,5,medium,moderate,factual,5,1
414,10,1,3,short,moderate,technical,3,1
414,9,2,3,short,moderate,technical,3,1
414,13,3,5,short,moderate,technical,3,1
415,14,1,3,medium,moderate,creative,3,1
415,4,2,3,medium,moderate,creative,3,1
415,6,3,2,medium,moderate,creative,3,1
416,9,1,4,medium,moderate,opinion,5,2
416,11,2,5,medium,moderate,opinion,5,2
416,3,3,5,medium,moderate,opinion,5,2
417,9,1,4,medium,complex,opinion,3,3
417,11,2,4,medium,complex,opinion,3,3
417,15,3,3,medium,complex,opinion,3,3
418,3,1,2,short,moderate,creative,1,1
418,7,2,1,short,moderate,creative,1,1
418,14,3,2,short,moderate,creative,1,1
419,7,1,2,medium,moderate,factual,1,1
419,13,2,1,medium,moderate,factual,1,1
419,5,3,1,medium,moderate,factual,1,1
420,9,1,5,medium,simple,technical,4,1
420,15,2,4,medium,simple,technical,4,1
420,11,3,4,medium,simple,technical,4,1
421,13,1,4,medium,moderate,factual,3,1
421,5,2,4,medium,moderate,factual,3,1
421,12,3,3,medium,moderate,factual,3,1
422,12,1,5,medium,moderate,technical,4,1
422,8,2,4,medium,moderate,technical,4,1
422,13,3,4,medium,moderate,technical,4,1
423,15,1,3,long,simple,creative,2,1
423,6,2,1,long,simple,creative,2,1
423,8,3,2,long,simple,creative,2,1
424,1,1,5,long,simple,opinion,5,2
424,7,2,5,long,simple,opinion,5,2
424,4,3,5,long,simple,opinion,5,2
425,5,1,5,short,moderate,opinion,5,2
425,4,2,5,short,moderate,opinion,5,2
425,14,3,5,short,moderate,opinion,5,2
426,5,1,2,medium,simple,factual,2,1
426,13,2,2,medium,simple,factual,2,1
426,11,3,3,medium,simple,factual,2,1
427,3,1,2,medium,moderate,creative,2,1
427,12,2,2,medium,moderate,creative,2,1
427,13,3,2,medium,moderate,creative,2,1
428,15,1,2,medium,moderate,creative,2,1
428,12,2,1,medium,moderate,creative,2,1
428,11,3,3,medium,moderate,creative,2,1
429,14,1,5,short,simple,technical,4,1
429,1,2,4,short,simple,technical,4,1
429,11,3,5,short,simple,technical,4,1
430,13,1,2,short,simple,factual,1,1
430,4,2,1,short,simple,factual,1,1
430,9,3,1,short,simple,factual,1,1
431,14,1,5,short,moderate,technical,5,1
431,15,2,5,short,moderate,technical,5,1
431,4,3,4,short,moderate,technical,5,1
432,1,1,4,short,simple,creative,5,1
432,9,2,5,short,simple,creative,5,1
432,5,3,5,short,simple,creative,5,1
433,6,1,1,medium,simple,creative,1,1
433,12,2,1,medium,simple,creative,1,1
433,8,3,1,medium,simple,creative,1,1
434,1,1,3,medium,simple,technical,4,1
434,2,2,3,medium,simple,technical,4,1
434,7,3,2,medium,simple,technical,4,1
435,3,1,3,long,moderate,factual,3,1
435,12,2,3,long,moderate,factual,3,1
435,15,3,3,long,moderate,factual,3,1
436,5,1,1,medium,complex,factual,1,2
436,10,2,3,medium,complex,factual,1,2
436,1,3,1,medium,complex,factual,1,2
437,4,1,2,medium,moderate,opinion,2,2
437,10,2,1,medium,moderate,opinion,2,2
