eval_id,rater_1,rater_2,rater_3,response_length,query_complexity,domain,true_quality
724,5,5,5,medium,moderate,creative,5
725,4,3,5,medium,complex,creative,4
726,1,1,2,long,moderate,factual,1
727,5,5,5,medium,complex,factual,5
728,3,3,4,medium,simple,opinion,4
729,5,5,4,medium,moderate,factual,5
730,2,5,5,short,moderate,creative,4
731,2,1,1,medium,moderate,factual,1
732,5,5,5,long,complex,creative,5
733,4,4,5,long,simple,technical,4
734,3,4,3,long,moderate,creative,3
735,4,5,5,medium,simple,technical,5
736,5,4,5,medium,moderate,creative,4
737,2,3,1,medium,moderate,technical,2
738,1,1,2,short,simple,opinion,2
739,4,4,5,short,simple,factual,5
740,1,1,2,long,moderate,technical,1
741,3,3,2,long,complex,technical,3
742,3,1,1,short,moderate,factual,1
743,1,1,1,short,moderate,technical,1
744,4,3,4,long,moderate,technical,4
745,2,1,1,long,complex,factual,1
746,4,5,5,medium,moderate,opinion,5
747,1,5,1,medium,moderate,opinion,1
748,5,5,5,short,complex,factual,5
749,1,2,1,long,complex,technical,2
750,4,5,5,medium,moderate,opinion,5
751,5,5,5,medium,moderate,technical,5
752,5,2,5,medium,complex,technical,4
753,3,3,3,medium,moderate,technical,3
754,4,2,5,medium,complex,opinion,4
755,1,1,1,medium,simple,opinion,1
756,1,1,2,medium,moderate,technical,1
757,2,2,1,short,simple,opinion,1
758,1,1,1,medium,moderate,technical,1
759,3,3,2,long,moderate,technical,2
760,4,4,5,long,complex,factual,5
761,4,1,3,long,moderate,creative,3
762,2,3,2,short,moderate,technical,2
763,3,2,2,medium,simple,technical,2
764,1,2,1,medium,moderate,factual,1
765,2,2,1,short,simple,technical,2
766,2,1,4,short,simple,factual,2
767,5,5,4,long,moderate,creative,4
768,5,5,4,medium,moderate,creative,5
769,3,3,1,medium,moderate,creative,2
770,5,5,5,short,simple,creative,5
771,4,4,4,medium,simple,factual,4
772,2,1,3,medium,complex,creative,2
773,2,3,3,medium,complex,factual,3
774,3,2,3,medium,complex,factual,3
775,5,5,4,short,complex,factual,4
776,3,3,4,medium,moderate,opinion,3
777,4,4,5,long,complex,factual,4
778,2,2,2,long,moderate,opinion,2
779,2,2,2,short,simple,factual,2
780,5,5,5,long,moderate,opinion,5
781,1,1,1,short,moderate,opinion,1
782,4,5,5,short,moderate,technical,5
783,2,1,1,medium,simple,technical,1
784,2,3,3,medium,moderate,factual,3
785,5,5,5,short,moderate,opinion,5
786,3,5,4,medium,moderate,opinion,3
787,3,4,2,medium,complex,technical,3
788,4,3,2,short,complex,factual,4
789,3,2,3,medium,moderate,opinion,2
790,5,5,4,medium,moderate,factual,4
791,3,4,2,long,complex,technical,3
792,1,2,1,medium,simple,opinion,2
793,5,5,5,short,simple,factual,5
794,5,4,4,medium,complex,technical,4
795,4,5,5,short,moderate,opinion,5
796,4,2,3,medium,moderate,technical,3
797,5,5,3,medium,simple,opinion,5
798,1,1,1,medium,moderate,factual,1
799,1,1,1,long,simple,factual,1
800,3,3,3,medium,moderate,technical,3
801,1,3,2,long,simple,creative,2
802,1,3,1,long,moderate,creative,2
803,1,1,1,medium,moderate,factual,1
804,2,2,1,short,simple,creative,1
805,4,5,3,short,complex,technical,4
806,5,4,4,medium,complex,factual,4
807,5,5,5,short,moderate,technical,5
808,5,5,5,medium,moderate,factual,4
809,4,3,2,medium,simple,technical,3
810,3,4,5,short,complex,factual,4
811,1,1,1,medium,moderate,creative,1
812,4,4,3,long,moderate,technical,3
813,2,5,4,medium,complex,factual,4
814,2,3,3,short,complex,creative,3
815,5,2,5,short,complex,technical,4
816,1,1,1,short,complex,factual,1
817,5,3,4,long,complex,creative,4
818,5,5,5,medium,moderate,creative,5
819,1,1,1,medium,moderate,factual,1
820,5,5,5,short,simple,creative,5
821,4,5,3,medium,complex,factual,3
822,4,4,2,short,simple,opinion,4
823,3,2,4,medium,complex,technical,3
824,2,2,1,medium,moderate,technical,2
825,2,2,2,medium,simple,technical,2
826,1,2,2,long,moderate,creative,1
827,5,3,5,medium,complex,factual,4
828,3,3,2,medium,moderate,factual,3
829,5,5,3,medium,simple,technical,5
830,4,3,5,medium,simple,technical,4
831,2,3,3,medium,moderate,creative,2
832,5,3,4,medium,simple,technical,4
833,3,2,1,medium,moderate,technical,2
834,5,3,4,medium,moderate,technical,4
835,4,4,2,short,complex,technical,4
836,5,4,4,short,complex,technical,4
837,3,1,1,medium,complex,opinion,2
838,2,1,1,short,complex,creative,1
839,3,3,4,long,moderate,opinion,3
840,4,2,3,medium,simple,technical,3
841,3,5,4,short,simple,opinion,5
842,2,3,4,long,complex,factual,3
843,1,1,1,medium,moderate,technical,1
844,2,2,1,short,simple,creative,2
845,1,2,1,short,moderate,factual,1
846,3,1,2,medium,complex,creative,3
847,4,5,3,medium,complex,technical,4
848,2,4,1,medium,simple,factual,3
849,3,5,4,long,complex,factual,4
850,3,3,3,medium,simple,creative,3
851,2,3,3,short,simple,technical,3
852,4,3,3,short,moderate,opinion,3
853,2,2,2,medium,moderate,technical,2
854,1,1,2,medium,simple,opinion,2
855,3,2,2,short,moderate,technical,2
856,3,2,2,medium,simple,factual,2
857,4,3,1,short,moderate,factual,3
858,3,5,3,long,simple,creative,4
859,4,4,3,medium,simple,technical,3
860,5,2,4,long,complex,opinion,3
861,4,3,4,long,complex,factual,4
862,2,2,2,short,simple,technical,2
863,3,3,3,medium,simple,technical,3
864,3,3,3,medium,moderate,creative,3
865,5,3,5,medium,complex,opinion,5
866,4,3,5,long,simple,opinion,4
867,2,1,3,medium,moderate,technical,1
868,5,5,5,medium,complex,technical,5
869,4,1,1,medium,complex,creative,2
870,5,5,5,medium,simple,creative,5
871,2,2,2,long,moderate,opinion,2
872,4,5,5,long,complex,opinion,4
873,1,1,1,medium,complex,technical,1
874,2,2,1,long,complex,technical,2
875,4,4,5,medium,simple,creative,5
876,5,4,4,short,moderate,factual,5
877,5,5,4,medium,moderate,creative,5
878,4,5,4,medium,moderate,opinion,4
879,1,2,2,long,moderate,factual,2
880,2,1,3,short,moderate,factual,2
881,3,2,2,long,moderate,creative,2
882,5,5,5,short,simple,factual,5
883,4,4,5,short,moderate,opinion,4
884,1,1,2,short,moderate,factual,2
885,3,3,4,long,simple,creative,4
886,1,3,2,medium,complex,factual,2
887,1,1,3,medium,complex,factual,1
888,4,3,4,medium,moderate,technical,3
889,4,3,3,long,moderate,creative,3
890,3,2,3,long,simple,factual,2
891,3,5,5,medium,complex,factual,4
892,5,4,5,medium,simple,factual,5
893,3,3,3,short,moderate,technical,3
894,4,5,5,medium,moderate,technical,5
895,2,2,1,medium,moderate,technical,1
896,4,4,4,long,moderate,opinion,5
897,3,3,4,medium,simple,technical,3
898,5,5,4,medium,moderate,technical,5
899,1,1,1,short,moderate,opinion,1
900,4,3,4,short,moderate,opinion,4
901,4,4,3,medium,simple,technical,4
902,5,5,5,medium,simple,factual,5
903,1,1,1,medium,simple,factual,2
904,5,5,5,medium,complex,opinion,5
905,3,3,4,short,moderate,creative,3
906,2,1,1,long,simple,creative,2
907,1,1,1,medium,moderate,technical,1
908,5,5,4,medium,complex,factual,4
909,3,2,2,short,moderate,opinion,2
910,4,5,5,medium,simple,technical,5
911,3,3,5,medium,complex,factual,3
912,5,4,4,medium,moderate,creative,5
913,3,3,4,long,simple,factual,4
914,5,5,5,long,moderate,technical,5
915,3,3,2,short,simple,factual,2
916,4,4,3,short,moderate,creative,3
917,4,4,4,long,simple,factual,4
918,4,4,5,short,simple,creative,4
919,5,5,5,medium,simple,opinion,5
920,2,2,1,medium,complex,factual,2
921,1,1,2,short,simple,factual,1
922,5,5,4,long,simple,opinion,5
923,3,5,4,long,complex,factual,4
924,5,5,4,medium,moderate,factual,5
925,1,1,1,short,moderate,technical,1
926,2,5,3,long,simple,technical,4
927,4,4,5,medium,moderate,factual,4
928,2,3,4,medium,simple,creative,2
929,1,1,1,medium,complex,technical,1
930,2,4,1,medium,moderate,technical,2
931,5,5,5,medium,simple,technical,5
932,4,4,4,long,moderate,opinion,5
933,3,3,4,long,simple,creative,3
934,2,5,5,long,complex,opinion,4
935,5,5,5,short,moderate,technical,5
936,4,4,4,medium,moderate,factual,4
937,3,4,2,medium,moderate,technical,3
938,5,4,2,medium,complex,factual,4
939,2,2,2,medium,simple,factual,2
940,2,2,2,short,complex,opinion,3
941,1,1,2,medium,moderate,opinion,1
942,2,2,2,short,moderate,technical,2
943,2,2,3,medium,moderate,technical,3
944,4,4,5,medium,moderate,factual,4
945,5,5,5,short,complex,factual,5
946,4,3,5,medium,moderate,technical,4
947,4,5,5,medium,simple,technical,5
948,4,5,3,short,moderate,factual,4
949,3,4,2,short,simple,creative,2
950,5,5,4,medium,moderate,factual,5
951,3,2,4,medium,complex,creative,2
952,1,1,2,medium,complex,technical,1
953,3,3,3,medium,simple,factual,2
954,3,4,3,short,simple,factual,3
955,1,1,2,medium,complex,technical,1
956,3,1,1,short,moderate,technical,2
957,5,5,5,short,moderate,technical,5
958,5,5,5,long,simple,technical,5
959,5,5,5,short,moderate,creative,5
960,1,2,1,short,moderate,factual,2
961,5,2,3,medium,simple,opinion,3
962,2,5,3,short,moderate,opinion,3
963,2,1,1,medium,moderate,factual,1
964,1,1,1,long,complex,factual,1
965,4,4,5,medium,simple,technical,4
966,4,5,4,long,moderate,technical,4
967,5,5,5,medium,moderate,factual,5
968,4,5,1,medium,complex,factual,5
969,1,1,1,short,moderate,technical,1
970,2,1,2,medium,moderate,technical,1
971,4,5,5,medium,simple,opinion,5
972,1,2,1,medium,moderate,creative,1
973,5,4,5,short,complex,factual,5
974,1,1,1,short,moderate,opinion,1
975,5,5,5,medium,simple,factual,5
976,1,2,1,medium,complex,factual,2
977,1,2,1,medium,simple,creative,1
978,1,1,3,medium,complex,creative,3
979,4,5,5,short,simple,factual,4
980,5,3,3,medium,complex,creative,4
981,5,5,4,medium,simple,creative,5
982,4,3,4,medium,moderate,technical,4
983,5,5,4,medium,moderate,technical,5
984,4,4,3,short,moderate,creative,4
985,4,5,4,medium,moderate,creative,4
986,2,2,3,medium,moderate,opinion,3
987,1,1,1,long,simple,creative,1
988,5,5,3,medium,complex,technical,4
989,2,3,2,medium,simple,creative,3
990,4,2,3,long,complex,creative,3
991,1,2,2,short,complex,creative,1
992,4,4,3,medium,simple,factual,3
993,1,1,1,long,moderate,opinion,1
994,1,2,1,long,simple,technical,1
995,5,4,5,medium,simple,technical,5
996,3,5,2,medium,moderate,creative,4
997,4,5,5,short,moderate,factual,5
998,2,3,3,medium,moderate,opinion,3
999,2,2,2,medium,moderate,factual,2
1000,2,5,4,medium,simple,opinion,4
